<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ACB,20221124,12.0757,12.4274,11.9585,12.3108,2306700
ACB,20221123,11.9585,12.2809,11.9292,12.1057,2552100
ACB,20221122,11.9585,12.5154,11.9292,11.9298,4427400
ACB,20221121,12.4274,12.4274,12.0757,12.0763,2279000
ACB,20221118,12.193,12.574,12.0757,12.3988,3536700
ACB,20221117,12.193,12.5154,12.193,12.3401,4304700
ACB,20221116,11.0792,11.9585,10.493,11.9591,7397800
ACB,20221115,11.8706,11.9878,11.1964,11.197,6563300
ACB,20221114,12.0171,12.1343,11.6947,11.9005,5257100
ACB,20221111,12.1343,12.4274,11.9878,12.1936,4325500
ACB,20221110,12.105,12.2516,11.4309,11.7246,5464700
ACB,20221109,12.5447,12.7205,12.1343,12.1643,3278700
ACB,20221108,12.0757,12.7499,11.8119,12.4867,4065900
ACB,20221107,12.2516,12.3102,11.8412,12.1057,4908600
ACB,20221104,12.5154,12.5447,11.6947,11.8125,12616400
ACB,20221103,12.6033,12.8964,12.5154,12.516,3279300
ACB,20221102,13.1309,13.1602,12.7792,12.7798,3538200
ACB,20221101,13.1895,13.4826,13.1016,13.1609,3355400
ACB,20221031,13.1016,13.1895,12.6912,13.1316,3747300
ACB,20221028,13.1309,13.2188,12.9257,13.0729,3551700
ACB,20221027,12.1343,12.9257,12.0171,12.9264,4846000
ACB,20221026,12.0757,12.2516,11.8412,12.1057,2169100
ACB,20221025,11.5481,12.2223,11.2257,11.9591,4926800
ACB,20221024,11.9878,12.0171,11.255,11.4315,2797800
ACB,20221021,12.5154,12.5154,11.8706,11.9591,3385500
ACB,20221020,12.3688,12.6033,12.1343,12.516,4023500
ACB,20221019,12.6619,12.6619,12.3102,12.3695,1445700
ACB,20221018,12.4861,12.6033,12.3688,12.5453,2767600
ACB,20221017,11.8999,12.3102,11.8706,12.2815,3756600
ACB,20221014,12.0171,12.2516,11.8412,12.2229,3138200
ACB,20221013,10.9619,11.6947,10.8447,11.6953,3901800
ACB,20221012,10.493,10.9619,10.4344,10.9625,3365500
ACB,20221011,10.9619,10.9619,10.2292,10.259,6434000
ACB,20221010,10.6688,11.1964,10.6688,10.9625,6473000
ACB,20221007,11.4602,11.6654,10.9033,10.9332,8485400
ACB,20221006,12.2223,12.4274,11.724,11.7246,2848400
ACB,20221005,12.3688,12.574,12.193,12.1936,3255800
ACB,20221004,12.7205,12.8671,12.3102,12.3108,3472500
ACB,20221003,12.9257,13.0723,12.4861,12.6626,3657900
ACB,20220930,12.8964,13.1602,12.8085,13.0143,4219300
ACB,20220929,12.9843,12.9843,12.8378,12.8971,3855500
ACB,20220928,12.9257,13.043,12.8671,12.8971,2513100
ACB,20220927,13.0136,13.1602,12.955,13.1316,1468900
ACB,20220926,13.1309,13.1895,12.7792,13.0143,4546500
ACB,20220923,13.2774,13.4533,13.2481,13.2488,1465600
ACB,20220922,13.1895,13.3654,13.1895,13.366,1826800
ACB,20220921,13.3947,13.3947,13.2481,13.2488,1292200
ACB,20220920,13.424,13.4533,13.2481,13.4247,1908000
ACB,20220919,13.5705,13.5998,13.3067,13.3954,2558900
ACB,20220916,13.7757,13.8343,13.5412,13.5712,2120100
ACB,20220915,13.8343,13.8343,13.7464,13.8057,1585600
ACB,20220914,13.7757,13.8343,13.6878,13.7764,2102100
ACB,20220913,14.0102,14.0688,13.8343,13.9523,1469500
ACB,20220912,14.0688,14.186,13.9223,13.923,1390800
ACB,20220909,14.186,14.186,13.9223,14.0695,2227900
ACB,20220908,14.3033,14.3326,14.0688,14.0695,2080700
ACB,20220907,14.3619,14.4205,14.2447,14.2454,3214400
ACB,20220906,14.3619,14.4791,14.3326,14.4506,2405200
ACB,20220905,14.3912,14.5085,14.3326,14.3626,2307700
ACB,20220831,14.3912,14.5085,14.3912,14.4506,1967000
ACB,20220830,14.4205,14.5671,14.3912,14.392,2016400
ACB,20220829,14.3326,14.4791,14.2447,14.392,3218300
ACB,20220826,14.7136,14.8309,14.5085,14.5385,3878700
ACB,20220825,14.5671,14.655,14.5085,14.6558,3631800
ACB,20220824,14.4791,14.5964,14.4498,14.5678,2704900
ACB,20220823,14.274,14.5378,14.186,14.5385,2385000
ACB,20220822,14.5378,14.5378,14.4205,14.4506,2239300
ACB,20220819,14.7429,14.7429,14.5378,14.5678,1909000
ACB,20220818,14.6257,14.8016,14.5378,14.7437,5981500
ACB,20220817,14.6257,14.655,14.5671,14.6264,3350600
ACB,20220816,14.5964,14.6257,14.4498,14.5678,3234500
ACB,20220815,14.5964,14.7429,14.5378,14.6264,3154600
ACB,20220812,14.4791,14.5671,14.4205,14.5385,1460000
ACB,20220811,14.655,14.7136,14.4791,14.5092,3442200
ACB,20220810,14.6257,14.6843,14.5085,14.5678,1987700
ACB,20220809,14.5964,14.655,14.4791,14.6264,3553300
ACB,20220808,14.5378,14.655,14.4498,14.5092,3202100
ACB,20220805,14.655,14.655,14.3619,14.5678,3272800
ACB,20220804,14.655,14.8016,14.5964,14.6558,4390100
ACB,20220803,14.655,14.6843,14.4791,14.6264,6081900
ACB,20220802,14.655,14.6843,14.4791,14.5971,3391300
ACB,20220801,14.4498,14.655,14.3619,14.6558,4455500
ACB,20220729,14.3912,14.4791,14.3326,14.4213,3817300
ACB,20220728,14.4791,14.4791,14.3033,14.3333,3347500
ACB,20220727,14.0688,14.186,14.0395,14.1868,890000
ACB,20220726,14.0688,14.2154,14.0688,14.0988,1484900
ACB,20220725,14.186,14.3033,14.0102,14.0988,1850700
ACB,20220722,14.4498,14.5378,14.274,14.2747,2039400
ACB,20220721,14.2447,14.5964,14.186,14.4506,4313000
ACB,20220720,14.1274,14.274,14.0102,14.2454,3039300
ACB,20220719,14.0102,14.0395,13.9516,14.0109,1507000
ACB,20220718,14.1274,14.186,14.0102,14.0109,2425000
ACB,20220715,14.2154,14.3326,14.0688,14.0695,2642300
ACB,20220714,13.9516,14.1567,13.9516,14.0988,1429400
ACB,20220713,14.0688,14.3033,13.9516,14.0695,2126200
ACB,20220712,13.8343,14.0688,13.7757,14.0695,728100
ACB,20220711,13.9809,14.0688,13.7757,13.7764,1634700
ACB,20220708,14.186,14.3033,14.0688,14.0695,2016000
ACB,20220707,14.2447,14.3619,14.1274,14.1575,2496700
ACB,20220706,14.3033,14.3619,13.8343,14.1868,2017800
ACB,20220705,14.3326,14.4205,14.2154,14.3333,2991000
ACB,20220704,14.3033,14.3619,14.0688,14.2161,1823900
ACB,20220701,13.9809,14.0981,13.7757,14.0988,1851900
ACB,20220630,14.3619,14.3619,14.0395,14.0695,2088400
ACB,20220629,14.186,14.3619,14.0688,14.1868,1960600
ACB,20220628,13.9516,14.5378,13.8929,14.3626,2995800
ACB,20220627,13.9516,14.1567,13.8636,14.0402,2447600
ACB,20220624,13.8929,14.0688,13.7757,13.9523,1588100
ACB,20220623,13.7171,13.9809,13.5119,13.923,2140900
ACB,20220622,13.5998,14.0102,13.5998,13.923,2532000
ACB,20220621,13.1895,13.5998,13.1895,13.4833,2676500
ACB,20220620,13.5412,13.7757,13.3654,13.4247,3956000
ACB,20220617,13.7757,13.9809,13.3947,13.5419,3160900
ACB,20220616,13.8343,14.1274,13.8343,14.1281,1925600
ACB,20220615,14.3326,14.3619,13.5412,13.835,3633100
ACB,20220614,14.0102,14.3326,13.7757,14.1281,2049600
ACB,20220613,14.655,14.655,13.9516,14.0109,3830300
ACB,20220610,14.7722,15.124,14.7429,14.773,2278300
ACB,20220609,15.124,15.1826,14.6843,15.0954,3388400
ACB,20220608,14.5964,15.0653,14.4498,15.0661,4494800
ACB,20220607,14.8309,14.8309,14.2447,14.6264,2255000
ACB,20220606,14.8309,14.9774,14.7722,14.8316,1698800
ACB,20220603,14.9481,15.0067,14.5964,14.8316,1409500
ACB,20220602,15.0067,15.2119,14.8602,14.8609,3745600
ACB,20220601,14.911,14.911,14.5828,14.5854,3523400
ACB,20220531,14.8641,14.911,14.7704,14.7965,2348500
ACB,20220530,15.0048,15.0048,14.7704,14.984,2244200
ACB,20220527,14.4421,14.911,14.3483,14.9137,4910800
ACB,20220526,14.2546,14.3015,14.067,14.2337,2690700
ACB,20220525,13.5043,14.067,13.5043,14.0695,3815600
ACB,20220524,13.5043,13.5043,13.1995,13.5067,1574100
ACB,20220523,13.645,13.7388,13.2699,13.3426,1187500
ACB,20220520,13.4105,13.7388,13.4105,13.624,1936000
ACB,20220519,13.3168,13.5981,13.1761,13.4129,1856400
ACB,20220518,13.9263,13.9498,13.5043,13.5771,3521100
ACB,20220517,12.9416,13.7622,12.8948,13.7178,2617900
ACB,20220516,12.9651,13.4574,12.8948,12.944,5137600
ACB,20220513,14.0201,14.2077,12.8948,12.8971,6142600
ACB,20220512,14.3952,14.6531,13.8326,13.835,3128000
ACB,20220511,14.4421,14.8172,14.3483,14.8199,2319300
ACB,20220510,14.2077,14.5359,14.0201,14.4447,3850100
ACB,20220509,14.5359,14.5359,13.9263,14.3509,5176200
ACB,20220506,14.6297,14.911,14.4656,14.5385,1920300
ACB,20220505,15.1455,15.1455,14.6766,14.8668,3209000
ACB,20220504,15.122,15.2393,14.8876,14.8902,2060200
ACB,20220429,14.5359,15.333,14.4187,15.3358,4640900
ACB,20220428,14.3483,14.6297,14.3483,14.5385,1503700
ACB,20220427,14.3952,14.6297,14.2077,14.4916,2831800
ACB,20220426,14.3015,14.6531,14.067,14.4916,6106000
ACB,20220425,15.1455,15.2158,14.3015,14.304,8242600
ACB,20220422,14.8641,15.2861,14.8641,15.1482,5188800
ACB,20220421,15.0048,15.2393,14.7704,14.773,5899800
ACB,20220420,14.8641,15.0986,14.8407,14.9606,4490500
ACB,20220419,15.2861,15.3799,14.8172,14.8433,5244400
ACB,20220418,15.7082,15.755,15.3799,15.3827,5946400
ACB,20220415,15.8488,15.9426,15.6847,15.7344,5388100
ACB,20220414,15.7785,16.0129,15.755,15.8517,4900700
ACB,20220413,15.7082,15.8723,15.6144,15.7813,5053900
ACB,20220412,15.8723,15.8723,15.6378,15.6875,4923200
ACB,20220408,15.8019,15.9426,15.7785,15.8751,8904400
ACB,20220407,15.6613,16.0129,15.5909,15.7579,9648900
ACB,20220406,15.4034,15.6144,15.3565,15.5703,4156600
ACB,20220405,15.6613,15.6613,15.4503,15.4765,4508400
ACB,20220404,15.755,15.8019,15.6613,15.711,4794400
ACB,20220401,15.4971,15.6613,15.4737,15.6641,5865500
ACB,20220331,15.333,15.5675,15.2861,15.4999,5523400
ACB,20220330,15.1924,15.4268,15.1455,15.2889,4154500
ACB,20220329,15.2158,15.3096,15.1455,15.1716,3664900
ACB,20220328,15.333,15.3799,15.1455,15.1716,4875800
ACB,20220325,15.4268,15.544,15.333,15.3358,3338200
ACB,20220324,15.4971,15.5675,15.4034,15.4296,2873100
ACB,20220323,15.5675,15.6613,15.544,15.5703,2060000
ACB,20220322,15.4737,15.6613,15.4737,15.6172,3324000
ACB,20220321,15.4268,15.4737,15.333,15.453,3302500
ACB,20220318,15.4737,15.5206,15.3799,15.3827,2597000
ACB,20220317,15.544,15.5675,15.3799,15.3827,2620300
ACB,20220316,15.4268,15.4971,15.3096,15.3827,3294200
ACB,20220315,15.3799,15.544,15.333,15.3827,2750200
ACB,20220314,15.2393,15.3799,15.2158,15.3358,2724900
ACB,20220311,15.3799,15.4503,15.2861,15.3358,2714900
ACB,20220310,15.4737,15.6613,15.4268,15.4296,2199800
ACB,20220309,15.3565,15.4503,15.1924,15.3358,4172000
ACB,20220308,15.4737,15.5675,15.2627,15.2889,7221800
ACB,20220307,15.7082,15.8488,15.544,15.5937,4694500
ACB,20220304,15.6613,16.0833,15.4737,16.0862,6925100
ACB,20220303,15.4737,15.6847,15.4268,15.6875,8167100
ACB,20220302,15.8019,15.9426,15.4268,15.4296,13881600
ACB,20220301,15.9426,15.9426,15.7316,15.8751,5610900
ACB,20220228,16.0833,16.1067,15.8957,15.8986,3857100
ACB,20220225,16.1771,16.2943,16.0833,16.1096,5508400
ACB,20220224,16.1067,16.2239,15.6847,16.1565,8892700
ACB,20220223,16.3177,16.4584,16.2239,16.2269,5857600
ACB,20220222,15.9426,16.2708,15.755,16.2738,8094700
ACB,20220221,15.8957,16.1302,15.7316,16.1331,7285100
ACB,20220218,15.9895,16.0598,15.8019,15.8751,7318400
ACB,20220217,16.0129,16.1536,15.9895,16.0862,3913100
ACB,20220216,16.2708,16.2708,15.9426,16.0393,5099500
ACB,20220215,15.966,16.1771,15.9426,16.18,6631900
ACB,20220214,16.5991,16.6928,15.9426,15.9455,13153200
ACB,20220211,16.5522,17.0445,16.5287,16.7427,9575200
ACB,20220210,16.6928,16.7866,16.5756,16.6724,7632500
ACB,20220209,16.8335,16.857,16.646,16.6958,10149700
ACB,20220208,16.2708,16.8804,16.2708,16.7662,32461200
ACB,20220207,16.4115,16.4818,16.2474,16.2738,4548000
ACB,20220128,16.3646,16.4115,16.1302,16.2034,10258100
ACB,20220127,16.5991,16.5991,16.2005,16.3675,6064400
ACB,20220126,16.4115,16.857,16.4115,16.6255,8494500
ACB,20220125,16.1067,16.4349,16.1067,16.3441,4282700
ACB,20220124,15.7082,16.3646,15.7082,16.1096,13185100
ACB,20220121,15.4503,15.9426,15.4268,15.6875,4404000
ACB,20220120,15.4737,15.5206,15.333,15.4296,1765600
ACB,20220119,15.3799,15.6144,15.3799,15.4765,1713900
ACB,20220118,15.3565,15.4971,15.1455,15.3827,4272600
ACB,20220117,15.5206,15.7785,15.3565,15.3592,7284700
ACB,20220114,15.6378,15.6847,15.4737,15.4999,1941100
ACB,20220113,15.7785,16.0598,15.544,15.6406,6511900
ACB,20220112,15.333,15.7316,15.2627,15.5234,7789000
ACB,20220111,15.4737,15.4971,15.333,15.3592,6395100
ACB,20220110,15.4737,15.6613,15.4503,15.4765,5693200
ACB,20220107,15.8957,15.9192,15.6144,15.6172,3323800
ACB,20220106,15.7082,15.9426,15.5206,15.8282,5673700
ACB,20220105,16.1067,16.1067,15.7785,15.8048,5934500
ACB,20220104,16.3177,16.3177,16.0598,16.1331,4555000
ACB,20211231,15.9426,16.2005,15.9426,16.18,5651800
ACB,20211230,15.8019,15.9426,15.7082,15.8986,1819600
ACB,20211229,15.8723,16.0364,15.8019,15.8517,3817200
ACB,20211228,15.544,15.8254,15.4971,15.7813,3477400
ACB,20211227,15.6144,15.6144,15.4268,15.5468,2459500
ACB,20211224,15.2393,15.544,15.0986,15.4765,4372600
ACB,20211223,15.2861,15.3096,15.0048,15.242,4135300
ACB,20211222,15.3096,15.4503,15.3096,15.3358,3385200
ACB,20211221,15.4503,15.4503,15.3799,15.3827,2420400
ACB,20211220,15.5675,15.6144,15.4034,15.5234,3296100
ACB,20211217,15.544,15.6144,15.4971,15.5703,2403500
ACB,20211216,15.7082,15.7316,15.4737,15.4765,2305800
ACB,20211215,15.5206,15.7316,15.4971,15.6641,2122900
ACB,20211214,15.6144,15.7082,15.5206,15.6172,2128100
ACB,20211213,15.7316,15.8488,15.6144,15.6641,3012700
ACB,20211210,15.5675,15.755,15.5206,15.6641,4730500
ACB,20211209,15.4737,15.6144,15.3799,15.6172,2156000
ACB,20211208,15.3096,15.6613,15.2627,15.5234,2900500
ACB,20211207,15.2393,15.4503,15.0517,15.453,2827600
ACB,20211206,15.1455,15.3799,14.8407,15.1482,6499000
ACB,20211203,15.6613,15.7316,15.2627,15.2654,4916300
ACB,20211202,15.755,15.755,15.5675,15.5703,2645000
ACB,20211201,15.5206,15.7082,15.4971,15.711,3620400
ACB,20211130,16.1302,16.1771,15.5675,15.6172,6145400
ACB,20211129,15.8488,16.0833,15.8488,16.0158,6095500
ACB,20211126,16.4818,16.5522,16.2239,16.2269,6209000
ACB,20211125,16.646,16.6694,16.3881,16.4848,7083400
ACB,20211124,15.8957,16.6225,15.8254,16.5786,14295800
ACB,20211123,16.0598,16.0833,15.8019,15.922,3839600
ACB,20211122,15.7082,16.3177,15.4737,16.0158,9151000
ACB,20211119,15.333,15.8957,15.2627,15.6875,9794000
ACB,20211118,15.7082,15.7082,15.2393,15.242,5497600
ACB,20211117,15.544,15.7082,15.3799,15.6172,4360500
ACB,20211116,15.6378,15.6613,15.3799,15.5468,5211500
ACB,20211115,15.6613,15.755,15.5909,15.6641,4878900
ACB,20211112,15.4737,15.6378,15.3096,15.6406,4376100
ACB,20211111,15.6144,15.7316,15.2393,15.4765,7129400
ACB,20211110,15.7082,15.7316,15.544,15.6641,4367400
ACB,20211109,15.6613,15.8488,15.6378,15.6875,5047900
ACB,20211108,15.7082,15.7785,15.5675,15.6641,5385300
ACB,20211105,15.8488,15.8488,15.6144,15.711,3967400
ACB,20211104,15.966,15.966,15.6847,15.711,4197400
ACB,20211103,15.6144,15.9895,15.5909,15.8751,13060100
ACB,20211102,15.333,15.544,15.2627,15.5468,7009200
ACB,20211101,15.3799,15.4268,15.1924,15.3358,5293300
ACB,20211029,14.9345,15.4737,14.8876,15.4765,13597100
ACB,20211028,14.8407,14.9345,14.7704,14.9371,4649100
ACB,20211027,14.6062,14.911,14.6062,14.7261,5828200
ACB,20211026,14.6531,14.6531,14.4421,14.5854,5259100
ACB,20211025,14.8641,14.8641,14.5828,14.6558,5200400
ACB,20211022,14.9579,14.9814,14.7469,14.8199,3827100
ACB,20211021,15.1455,15.1455,14.8876,14.8902,4132200
ACB,20211020,15.1455,15.3096,14.911,15.1482,3846400
ACB,20211019,15.1924,15.1924,14.9579,15.1482,3615400
ACB,20211018,15.1689,15.2861,15.0048,15.0075,4543400
ACB,20211015,15.2393,15.2627,15.0517,15.1013,2976800
ACB,20211014,15.2861,15.333,15.0986,15.1482,4521600
ACB,20211013,15.2861,15.4268,15.2393,15.2889,3709300
ACB,20211012,15.4268,15.4268,15.1924,15.2889,3385300
ACB,20211011,14.8172,15.2861,14.8172,15.2889,6684100
ACB,20211008,14.7235,14.7938,14.6531,14.7496,3480900
ACB,20211007,14.7704,14.7704,14.6297,14.6323,2161800
ACB,20211006,14.7938,14.8407,14.5828,14.7027,3321300
ACB,20211005,14.5359,14.7704,14.5359,14.773,2912300
ACB,20211004,14.6766,14.7235,14.3483,14.5385,5659000
ACB,20211001,14.7704,14.7938,14.5828,14.773,6441900
ACB,20210930,14.7,14.8172,14.6766,14.7965,4394800
ACB,20210929,14.8172,14.8641,14.6062,14.7027,3615100
ACB,20210928,14.7704,14.8876,14.7235,14.8199,2517400
ACB,20210927,15.0986,15.1924,14.7704,14.773,4801300
ACB,20210924,14.911,15.0751,14.8172,15.0075,6688700
ACB,20210923,14.8641,14.911,14.7704,14.8199,4210800
ACB,20210922,14.911,15.0048,14.8172,14.8199,2681700
ACB,20210921,14.911,15.0048,14.7469,14.9137,3882100
ACB,20210920,15.0048,15.1455,14.9345,15.0544,6387800
ACB,20210917,14.8172,14.911,14.7,14.8199,4572300
ACB,20210916,14.6531,14.7938,14.6297,14.6792,3455500
ACB,20210915,14.7704,14.7704,14.6062,14.6323,4979200
ACB,20210914,14.9345,15.0048,14.7704,14.773,4511400
ACB,20210913,15.1455,15.1455,14.9579,14.9606,5199800
ACB,20210910,15.2393,15.2627,15.122,15.1482,4101100
ACB,20210909,15.0048,15.2158,14.9814,15.2185,3431900
ACB,20210908,15.2393,15.3565,15.0517,15.0778,4752900
ACB,20210907,15.1924,15.3565,15.0986,15.242,7963700
ACB,20210906,15.0986,15.1455,14.9814,15.0309,7383200
ACB,20210901,15.0048,15.3565,14.9814,15.0075,8715300
ACB,20210831,15.2393,15.2861,15.0048,15.0075,5528600
ACB,20210830,14.911,15.1924,14.8172,15.0778,8029600
ACB,20210827,14.8641,14.9345,14.4421,14.8902,8069600
ACB,20210826,15.2627,15.2861,14.911,14.984,4944800
ACB,20210825,15.0986,15.2393,14.9579,15.2185,4865700
ACB,20210824,15.0048,15.2393,14.8641,15.1482,9084200
ACB,20210823,15.7082,15.755,15.0048,15.0075,15602700
ACB,20210820,16.5522,16.5756,15.4971,15.7579,20952900
ACB,20210819,16.646,16.6694,16.3881,16.5551,9370500
ACB,20210818,16.6225,16.7866,16.5522,16.6724,7096100
ACB,20210817,16.8804,16.9742,16.5991,16.6958,8743100
ACB,20210816,16.5756,16.8804,16.3177,16.7427,12056700
ACB,20210813,16.5053,16.6225,16.0833,16.5786,15125200
ACB,20210812,16.7866,16.8804,16.5522,16.5551,12147100
ACB,20210811,17.1149,17.2321,16.8804,16.8834,16492300
ACB,20210810,17.2555,17.279,16.9742,17.0476,10457700
ACB,20210809,16.5991,17.279,16.4818,17.1179,19240200
ACB,20210806,16.9273,16.9507,16.6225,16.6724,8620800
ACB,20210805,16.5756,16.9273,16.5522,16.8834,13787200
ACB,20210804,16.8804,16.8804,16.5522,16.6489,8466500
ACB,20210803,16.6225,16.7866,16.4115,16.7896,8766300
ACB,20210802,16.646,16.8804,16.5756,16.6724,8646400
ACB,20210730,16.0833,16.9507,16.0833,16.9538,35156000
ACB,20210729,15.6847,16.0364,15.6144,16.0158,7638000
ACB,20210728,15.5675,15.755,15.4971,15.5468,4846400
ACB,20210727,15.4971,15.7082,15.4737,15.5468,5634700
ACB,20210726,15.2861,15.5206,15.0282,15.3358,7528400
ACB,20210723,15.8957,16.0129,15.4737,15.4765,7433000
ACB,20210722,15.8488,16.1302,15.5675,15.9924,7161900
ACB,20210721,15.966,16.1771,15.8254,15.8517,8179300
ACB,20210720,15.2393,15.8957,15.0048,15.8986,8563400
ACB,20210719,15.4268,15.544,14.9814,15.0778,10019200
ACB,20210716,15.544,15.755,15.3799,15.7579,5918800
ACB,20210715,14.7235,15.4503,14.7,15.3592,5095400
ACB,20210714,15.4268,15.4737,14.5828,14.8902,10810500
ACB,20210713,15.6144,15.6144,15.1455,15.4296,6672200
ACB,20210712,16.1771,16.2943,15.3565,15.3592,18353700
ACB,20210709,16.8804,17.1617,15.9426,16.5082,11315400
ACB,20210708,17.1383,17.4431,16.8804,16.9772,7351900
ACB,20210707,16.8804,17.3024,16.4584,17.1414,10121600
ACB,20210706,17.8182,17.912,16.8804,16.8834,10070000
ACB,20210705,17.0211,17.8651,16.8335,17.798,16668600
ACB,20210702,17.0211,17.068,16.8804,16.9303,6407100
ACB,20210701,16.6694,16.9742,16.4584,16.86,10393200
ACB,20210630,17.068,17.1149,16.6928,16.7427,9628000
ACB,20210629,17.3024,17.3259,17.0914,17.0945,6677700
ACB,20210628,17.2086,17.2555,17.0211,17.2117,7937700
ACB,20210625,16.9742,17.1617,16.9038,17.0476,7934000
ACB,20210624,16.8804,17.0914,16.6928,16.9772,11494200
ACB,20210623,16.8335,17.068,16.7397,16.7896,10244600
ACB,20210622,16.5053,16.8804,16.3412,16.7193,14872000
ACB,20210621,16.3646,16.5053,16.2474,16.2972,5447600
ACB,20210618,16.5053,16.646,16.3646,16.4144,9215200
ACB,20210617,15.9426,16.4115,15.8019,16.3675,6392600
ACB,20210616,16.5756,16.6225,16.1771,16.2738,8211200
ACB,20210615,15.9895,16.9742,15.7082,16.5786,18178200
ACB,20210614,16.2474,16.3646,15.8723,15.9924,10946100
ACB,20210611,16.1302,16.4584,15.8488,16.2503,9532300
ACB,20210610,16.1771,16.5756,15.9895,15.9924,14000300
ACB,20210609,15.079,15.9793,15.004,15.9267,12565100
ACB,20210608,15.9605,16.2793,15.079,15.0825,14322800
ACB,20210607,16.842,16.842,15.848,16.1331,18505000
ACB,20210604,16.8795,17.2171,16.8795,16.996,9488100
ACB,20210603,17.3671,17.3671,16.7295,17.2211,12265700
ACB,20210602,15.998,16.7295,15.9418,16.7334,16009600
ACB,20210601,15.9418,16.0918,15.7542,15.7954,11159800
ACB,20210531,14.8165,15.5479,14.6289,15.5328,16030300
ACB,20210528,14.3288,14.5914,14.2726,14.5948,9416000
ACB,20210527,14.4414,14.6852,14.2163,14.3322,9551700
ACB,20210526,14.2726,14.4976,14.2726,14.426,9976000
ACB,20210525,14.0663,14.3476,13.9912,14.2571,8757400
ACB,20210524,14.1975,14.1975,13.9725,14.0695,7546600
ACB,20210521,14.0287,14.3663,13.9912,14.0695,9146500
ACB,20210520,13.7287,14.0663,13.7287,14.032,12263200
ACB,20210519,13.5786,13.7662,13.4661,13.7319,8143500
ACB,20210518,13.7287,13.7287,13.4661,13.6005,7881100
ACB,20210517,13.8787,13.9537,13.6724,13.7131,9278700
ACB,20210514,13.6536,13.7662,13.5224,13.6756,6118400
ACB,20210513,13.3911,13.8599,13.3911,13.5818,11724300
ACB,20210512,13.3348,13.5599,13.2785,13.563,8991300
ACB,20210511,13.6536,13.6536,13.4286,13.4317,9777000
ACB,20210510,13.2035,13.6349,13.2035,13.5818,13491300
ACB,20210507,12.941,13.2785,12.941,13.2066,12059100
ACB,20210506,13.241,13.2598,12.9972,13.0565,7783800
ACB,20210505,12.9785,13.4473,12.9785,13.2441,17558400
ACB,20210504,12.7534,13.0347,12.5659,12.9252,9333200
ACB,20210429,12.6784,12.9972,12.6034,13.0002,16646300
ACB,20210428,12.5659,12.8659,12.5283,12.6813,5675200
ACB,20210427,12.3783,12.7534,12.247,12.7564,6393000
ACB,20210426,12.5283,12.5283,12.2283,12.4937,7119100
ACB,20210423,12.1532,12.5471,12.0407,12.5313,6687700
ACB,20210422,12.5283,12.6034,12.1908,12.1936,7843500
ACB,20210420,12.7534,12.9034,12.4533,12.6063,7166900
ACB,20210419,12.5659,12.6596,12.3033,12.6438,4291900
ACB,20210416,12.6784,12.7722,12.2658,12.4187,8403400
ACB,20210415,12.9972,13.016,12.6784,12.7001,9686700
ACB,20210414,12.8659,13.0347,12.8097,12.9815,5073300
ACB,20210413,13.2598,13.3161,12.9034,12.9815,8736000
ACB,20210412,12.9785,13.2035,12.9222,13.1878,12513500
ACB,20210409,12.8659,12.9785,12.8284,12.9064,5401500
ACB,20210408,12.8847,13.016,12.8284,12.9064,4687900
ACB,20210407,12.941,13.016,12.8659,12.9064,6400900
ACB,20210406,13.016,13.1097,12.8097,13.0378,7565000
